index,tweets,label
511,@Cinthia_Vianey A la Puta madre !!!,NA
512,"@Jaryoficial Quiza no puedo darte lo mejor del mundo, pero si lo mejor de mi porque somos UNO EN UN MILLON❤ #1AñoUnoEnUnMillon ♡ Te amo!❤bi",NA
513,ME CAGAN LOS PUTOS QR que les cuesta darme un menú ?????,NA
514,"@kimberleyBurgue Mira url

Talento tienes, loca estás y así te quiero yo. Jeje. Te veo hoy ❣️",NA
515,"Las mujeres tenemos tres principales talentos: nos enteramos de todo, nos hacemos las locas y sabemos disimular muuuy bien.",NA
516,"@ranagarces @LauraPoloH @Eliolvera18 De noche, con los ojos cerrados y vestida de url hubiera enlistando con los Seals Murl",NA
517,"@UnoNoticias @PabloReinah Pero que bárbaros! Corruptazos!!! Corrumptísimos! 😡 El día que me digan algo por cualquier ""infracción"" me pondré loca y les quitaré sus radios, al fin que no es delito grave! (Guardando éste url)
#Corrupcion al máximo #NormalizanLaViolencia 🙅",NA
518,#MauFelicitaA @Un4T4lV4l @Jaqui_Biebs que mañana es la rumba loca 🎂💃 @iScreamau @screamau para que vayan de 🐺 x60,NA
519,"No seas hijo de puta @HLGatell, que se mueran los niños por falta de medicamentos, no es negligencia según tu. Este señor de verdad no tiene nada de decencia ,ni empatía, se advierto desde hace tiempo que su mala administración en la compra de medicina sería criminal url",NA
520,"Por una vez en su puta vida, dejen de escuchar reggaeton.",NA
521,Pues aquí en @TownSquareMx los de la plaza están sacando a una persona por qué trae su camisa de Telmex del trabajo  ¿Que tan retrogradas son en sus plazas amiguitos? Aquí el tío Town Scuare discrimina culero por como la gente viene vestida,NA
522,"Cierren las putas puertas a la verga, se meten los vergas mosquitos!!!!",NA
523,"@_Yuliespinoza calmarme bi que la vrg, yo tomándolo enserio y el en sus putas mamadas😒😢😢😢😢😢😢",NA
524,"Me cago en la puta que la pario,  chavona si quieres tener dinero trabaja hdp que tienes que robarme mi dinero Pendeja del orti",NA
525,Con este puto frío no dan ganas de nada.,NA
526,"Entre las cosas que podemos ver que le salen poca madre a @clubleonfc son:
1- Arruinarle el BI al @ClubAmerica
2- fastidiarle la fiesta al hermano mayor @Tuzos
3- Presentar a nuevos jugadores.

#SerDeLeonEsUnOrgullo",NA
527,En este encuentro telefónico he recordado que estoy loca por ti 🎶❤️,NA
528,"@AlexDiazArch @TapiaEsteban9 @C_Ratia10 @Marianagrl Claro que si, hijos de perra cuando están cuando están acompañados es donde les sale lo valiente putos policías.",NA
529,@Fer_Gay ni yo jajaja #Oscars,NA
530,"“@pichi_jm: Situación sentimental: buscando como loca los juguetes que pidieron mis sobrinos a los ""reyes magos""”",NA
531,@usuario_bis Gracias 😊,NA
532,"@ArgeliaGL alto ahí loca, no retuitees eso 😂😂😂",NA
533,Y realmente me da tristeza ver lo pinche loca que quedé gracias a ti.,NA
534,"No sé involucren más de la cuenta en mi vida si no se los permito. Algo se rompió en mí desde hace unos meses, y soy una hija de puta ahora.",NA
535,"Aquí casual, viendo el conjuro :v

Esperen, si yo estoy viendo el url significa que kookie también? O.o, como le gustan las cosas locas al galleto 😂😂😂 @BTS_twt #WeArePartOfBangtan url",NA
536,"Me gusta Querétaro, pero su clima me vuelve loca xD",NA
537,Me estoy volviendo loca.,NA
538,"A alguien le vas a gustar, así de loca, así de rota, así de sencilla, así de compleja❣️",NA
539,@Una_Chiva_Loca Yooo quueeee! Tu cría que pregunta mucho! Jajajaja abrazote linda!!,NA
540,"LO SABÍA. Lo sa bí a.
Lo sabíaaaaaa.",NA
541,@rc_vexdranz Vamos por unas putas 🌚,NA
542,"#MeHizoElDía  ver a @barbaraig  en #MaratonTelehit Como siempre hermosa
Pon a One Direction, y si te lo permiten Drag Me Down x3",NA
543,"Que puta hueva tengobde entrenar, pero aqui estoy al pie del cañon! url",NA
544,"El día de ayer no vi a nadie vestida de Harley Quinn, muy bien muchachas !",NA
545,En qué puto momento se acabaron 11 meses del año??,NA
546,Una loca q no quiere un loco.,NA
547,"@mariasaanabria Nombre, que pulgas locas, ese lo tenía yo",NA
548,"“Loca, loca, loca” 🔥 @shakira 👩🏼‍🦱🎤🎸
#Shakira #Shakibecca #ShowShakibeccaLive #TributoAShakira #BarezzitoPolanco #Cdmx #México . url",NA
549,"A veces ellas tienen el valor para decir ""no wey, ya no quiero andar de puta"" insistan un poquito.
Pd. Es esencial tener condones a la mano.",NA
550,"Mi Cruz azul trae todo pa’ el bi… y ya encarrerados tal vez hasta el tri, como en los viejos tiempos! ❤️",NA
551,"Esa sonrisa que me vuelve loca😍😍😍 
@mariobautista_ url",NA
552,A quien no se le antoja unas alitas mariquitas y un clamatito preparado de Party Wings ? #mrtaste @… url,NA
553,"Alv, me siento muy puto perro mal.😭",NA
554,"Ps dicen que nevó, y la Mariquita y la Elenita se ven como en el verano",NA
555,La actriz inglesa Victoria Summer se ha convertido la última incorporación de la megraproducción 'Transformers 4' url,NA
556,@RamirezClaudia_ @PartidoMorenaMx @lopezobrador_ NI PIDAS ..TE VA A TIRAR DE LOCA así lo está haciendo. YA CHOLE dice,NA
557,I'm at Calle Mariquita Sánchez in Mexico url,NA
558,De pena ajena como vienes url🤦‍♂️,NA
559,@Andreapiri03 Hazte la loca,NA
560,Tu orgullo vs el mio = haber quien putas se cansa primero.,NA
561,"Pura gente loca este día (@ Home Sweet Home in México, Distrito Federal) url",NA
562,"Puta madre, acepta mi amor
(╯°□°）╯︵ ❥",NA
563,no quiero pensar mal pero paresiera que le estan asiendo la cama a Almeyda metanle huevos puta madre @Chivas es el peor juego Q les he visto,NA
564,"Lo que el presidente quiso decir: “No tengo una puta idea de economía, prometí a lo puro pendejo en campaña” url",NA
565,@bis_ed aaaaw gracias,NA
566,@leidy_b123_bi WOW ESTÁS BUENÍSIMA,NA
567,@MagdaGraciasFCH Yo no perderé mi tiempo en eso. Es más para esa hora estaré viendo mi serie favorita en Netflix. Ni loca veré ni oír las estupideces que dice el kakas,NA
568,@adriimejia Deja le pregunto a la vieja loca que traigo Jajajajaja y ya te aviso bebé,NA
569,"Me tomé una copa de vino rosado mientras lavaba los trastes a caso quiero ser Bree Van de las DH ? Pues si señores añoro ser como ella JAJAJA, toda hermosa, loca por la limpieza y buenísima para cocinar🥰",NA
570,@denisrojas_bi Yo  te ayudo a bañarte y  jabonarte  y te seco amor,NA
571,"""@multimediostv: Los mejores momentos de la loca y divertida cafetería #Acábatelo los puedes encontrar aquí:
url""",NA
572,"Se perdió 3-2 ante @TolucaFC, no pasa nada, jugando así el @ClubAmerica va rumbo al bi.
Hay que tener calma en la definición y protegernos ante los contragolpes",NA
573,"—Doctor me sigue doliendo el Ehbshshdfhbsy.
—Disculpe, pero no le entiendo.
—¡NI LA DE LA FARMACIA, SU PUTA LETRA ESTA BIEN CULERA!""",NA
574,"@MisterFreaki Nokia tenía unos celulares que te duran por años, mi transformer me duró 8 o 10 años",NA
575,"Mi casera está loca, no importa cuando lo lean.",NA
576,Jajajajajjaja te viste bien puta,NA
577,@RichFokalot @lenabrinter @Vicanoob Gracias por ser parte de mi vida loca. Los amo tanto que hago una pausa de mis clases de programación para leer que están bien y ver sus memes. 💚,NA
578,@Enel_Aire Johnny la gente está muy loca,NA
579,Me gustaría estar haciéndote piojito mientras te decides que puta película poner en la Netflix.,NA
580,@PPLMARTINEZ @Jesus_ZambranoG Y vestida de AMARILLO,NA
581,“@gari_bay: “@mariquita_mr: Extraño mucho a @gari_bay” // yo a ti también mucho!!!”//ay doooooo,NA
582,"@VJSandraK @CanalFox_la Arts 19 y 26 bis de Ley Federal del Derecho de Autor. ""El derecho de autor es irrenunciable"" url",NA
583,No conocía la fuente loca del #bosqueMagico esta muy padre lastima que no vine  preparado para mojarme… url,NA
584,• Liv • Vin • @ La Vaquita Los Cabos url,NA
585,Opcion 3 Que Tal Si Eres Tú @Conexion_Trece @Fer_Gay,NA
586,@LoreAguiiLar como vas a ir vestida ?😏,NA
587,"@Tortadetamal123 *Grita como perra loca* xd 
 Me imaginé al Ruso diciendose *Exitante* url",NA
588,"Te pusieron un semáforo en el piso porque no puedes dejar de ver el puto teléfono.
Muérete a la verga.",NA
589,"@LorenzoOkie @angelica9091 @AldrinMaxx @torosytoritos54 @orazioaguirre @penmargo @aldemok @FranciscoVzque3 @EPalmaM1 @StaVerdad @arq_jota @plumaslibres @VigilantesV @norma22flores @PedroIxcoatl @Miriam_Junne @MarySainz4 @marianagc @lopezobrador_ @MFBeltrones @Emilio_Gamboa_ @SNietoCastillo @PRI_Nacional @AccionNacional Los compas se estàn desgarrando las vestiduras por la reacción de 
una jovencita ante el discurso del Peje en url
Pero no dicen nada de la ""doitora""
#ConLosJovenesNOurl url",NA
590,@marquestopochic ai no dejan entrar a personas vestidas con calzones guardapedos y pañal,NA
591,"Gente grosera y la señora “pro vida” que me volteo a ver bien feo cuando le pregunté si estaba mi tío porque iba vestida de ✨negro✨ seño vengo de un funeral, esperaba fuera de amarillo??",NA
592,"Implementan Modelo Educativo en la modalidad BIS para las carreras de Ingeniería en Metal Mecánica, Mantenimiento Ind. y Manto. Petrolero url",NA
593,@TheTopComics Es mi transformer favorito por su personalidad y su gran diseño 😲,NA
594,@javierudecroix Claro! Pinche gente loca!,NA
595,¿Diganme por qué Mad Max esta ganando oscar's si es la peooooor puta película?,NA
596,El hijo pródigo ha vuelto 😀. Esperemos @AyuntaMerida que ya ahora sí estés fija por acá en @Twitter y no te andes yendo de loca un año. @OjoUrbano_MID @PoderAG_Merida url,NA
597,Me va a volver loca lo juro,NA
598,"En el trans publico:
-Hombre:
Le dejare el asiento a esa hermosa mujer.
Mujer:
-Ojala y ese hombre me de una pinches arrimones bien sabrosos",NA
599,"@chantalflo @Don_listone Jajajajaja no mames, tengo todo un puto guardaropa tuyo Ajajaj ya hasta me pongo tus blusas. 🤣",NA
600,A MI ME VOLVIÓ LOCA SER DEL MONTERREY 😍😍😍💙,NA
601,Purl Mi url Pinche árbitro compensa hasta al 120,NA
602,"En mi generación no se usaba esa mamada de la semana loca, y que bueno que no.",NA
603,El hijo de puta que acaba de llegar de quiere dar a la pasicologa 😂😂😂,NA
604,"Pocos equipos pueden hacer doblete no? Y no faltará el que diga pero calificamos jajajaja ¿y el bi, y el doblete? @sameire83",NA
605,"Neta que mamada que ni un puto uber, didi ni taxi se pueda tomar sin miedo a no regresar. Que chinga ser mujer en el 2019 y todavía se asombran cuando queman y rayan monumentos. Es la impotencia y la frustración de no poder vivir tranquila en situaciones tan mundanas. url",NA
606,"Me dijeron que me regalaran un perro😍🤩
Soy la más feliz del puto mundo😍😍😍😍😍😍😍❤️❤️❤️",NA
607,Holi! Buenos días  gente bonita como las mariquitas (catarinas) 🐞 ya huele a tierra mojada. 🤎🍂,NA
608,Domingo familiar y celebrando el santo de mi papi :)  con la prima loca @_Hooligans16,NA
609,Tengo las ideas más locas en el url😈,NA
610,Diosito que no se me acaben esos viernes de vaina loca con ellos por favor &lt;3,NA
611,Planeaciones formación matemáticas y español creo que si me volveré loca! 😕,NA
612,@hazlecomopuedas Escorrecto. Vestida urbanista brinconx,NA
613,"Me siento turbo cansada y esta semana fue muy tranquila con el trabajo, les juro que ni cuando ando vuelta loca de trabajo me siento así.",NA
614,"@JessicaAudifred  a huevo, quiero un puto set de puro molotov. Ahí estaré esperándote.",NA
615,"😉 (@ Juana la Loca -Cantineria - @juanacantineria in México, D.F. w/ @monsegib) url",NA
616,Ush pinche sol!!! Bajale un poco a tu puta intensidad!,NA
617,@AngelAn75608197 @Funny_MXXX @Solo_Imagino @pyme_pajera @joto_ddiamantes @Chacalesmexico5 Delicioso,NA
618,Estoy hasta la puta madre.,NA
619,Díganle a esa vieja loca que deje de actualizar sus fantasías 🙈😫🙏🏽👫✈️❤️😏🙊 #DueñosDelTiempo url,NA
620,Bis quetorolaco jajajajajajajajaja,NA
621,"Tu, loca manía has sido mía solo una vez 🎧",NA
622,"Ojalá me pudiera enamorar de alguien bonito, sin volverme loca en el proceso.",NA
623,@SOYLAMADRAZA @OficialFrenaaa La loca #LadyFrenadora es de su movimiento porque la niegan no sean ogt's mejor paguen le terapia la necesita,NA
624,Llegar al salón y todas vestidas similar y sin ponernos de acuerdo es lo mejor #dreamteam,NA
625,@Lolahbg15 @gays_plus @Funny_MXXX @Chacalesmexico5 @PORNGAYHOT3 @BuscandoEdo @MEXICOHOTGAY @sex_sincom @EncuentrosSexMX @EncuentroGayMty @ArrimonesEl @CdmxRelatos @cruisinggaycdm1 @porno_caseroo @CorazonSelvio @RegiolandiaMTY @puteros_gay Lastima que no cojo a pelo si no pues si 🤭,NA
626,"Su actitud me confunde, me vuelve loca.",NA
627,"@Danyavalencia @AbramMillanes Que cool, que hermosa neta bi ef ef jajajaja",NA
628,Jajajajajajajajajaja yo los llamo los raritos url,NA
629,Que hermosa se ve mi ciudad vestida de rosa @DelToroIsmael url,NA
630,Puto señor sol,NA
631,Y luego dicen que las. Ches locas somos las mujeres.. No todos los hombres son url Hay unos peores. #Tumuymal,NA
632,"Que tristeza ver hasta donde llegamos, este puto gobierno poco a poco nos está matando, @EPN donde están tus putas propuestas? Donde cabron! url",NA
633,Para que pides perdón si al darte la espalda me clavas un puñal que da el toque mortal y destroza mi alma. 🎶,NA
634,Gente loca! en Jupiter Cerveceria url,NA
635,Perdóname jefito por mi vida url #FelizDíaDelPadre 🍾🥂🎉😎⚽🥊👔 url,NA
636,"Puras, putas, malas ideas!!",NA
637,Muy probablemente  cualquier ideal loca que se le ocurra  a @ingrodolfohdez  contará con el apoyo del uribismo en el congreso url,NA
638,"¿Cual es el puto afan de hacer chismes en un grupo de amigos? ¿Estas pendejo?
¿No te quieren en ningun otro lado?",NA
639,a mamarnos con aguas locas del megaman🥺 url,NA
640,"No puedo evitar la cara de loca, ya venía en el paquete.",NA
641,I'm at Calle Mariquita Sánchez in Mexico url,NA
642,@luzavalam Otro puto perro mes bloqueada jajajaja wey no duré ni dos horas 🤣🤣🤣🤣,NA
643,@_ClaraMXMBB Con tanto horario me estoy volviendo loca jaja,NA
644,"Lo celebro!!! 👏🏻👏🏻👏🏻
Vamos por el #BI url",NA
645,@cosmoywanda__ Loca quedé url,NA
646,"La más loca de la familia, de la que nadie espera nada, sueña con tenerlo todo.",NA
647,Vamos MONTERREY!!!!!!! Queremos la Copa! La hinchada esta loca y yo quiero verte CAMPEON!!!!! @Rayados,NA
648,El deseo de verte todos los putos días de mi vida.,NA
649,"La maja desnuda
La maja vestida
La maja desnuda
La maja vestida
La maja desnuda
La maja vestida
🎶🎶 url",NA
650,Noche loca xD,NA
651,@Una_Chiva_Loca @ElCocas76 Jajajaja,NA
652,@Una_Chiva_Loca @AngeliqueMGR Ya falta menos 🥴🥴🥴,NA
653,"No te pierdas esta noticia  Marysol Sosa está ""contenta"" porque Anel Noroña es heredera universal de José José   COMO EL TIRO NO LE SALIÓ COMO ELLA QUERÍA ahora se siente muy feliz  Se quedó vestida y alborotada",NA
654,Hdsptm me hubiera metido a bi parte 173830195,NA
655,@moillorens Sigue la teleserie “Ni una puta url” by @moillorens !,NA
656,Mañana iré a ver transformers y estoy seguro que no me va a gustar,NA
657,"A ver taradas, son todos los  miércoles que solo debes ir vestida de rosa, y es octubre 3 fue porque aron le preguntó a chica África que día es! Ni sabennn!!!",NA
658,que puto coraje,NA
659,#TeControlasCuando ves a todas las pubertas retrasadas ponerse como locas por artísticos pláurl Aurl url,NA
660,Me quede como novia de pueblo vestida y alborotada. ,NA
661,"No recuerdo fue la última vez que había pasado tanto tiempo con ellos, me gustaba mi vida loca cuando solo pensaba en mi en mis viajes, mis metas, pero amo más estar en casa, con mi familia cerca, ya hasta estoy recuperando mi peso 🥰",NA
662,"🔥 Le cumplí su sueño, cojerme vestida de colegiala, así el mañanero 🔥 url",NA
663,Mis amiguitos y yo nos unimos para denunciar masivamente a una página pedófila. &lt;3 BI,NA
664,"como que van a sacar drag me down a media noche ¡¡¡
entonces esta prohibido  dormir, pero por ellos hasta me me desvelo",NA
665,"Póster oficial de #Transformers: War for Cybertron Trilogy #EarthRise. 🤖 

Serie anime realizada por #RoosterTeeth.

Disponible en #Netflix.

@NetflixLAT 

#TransformersWFC #TransformersWarForCybertron #TransformersWarForCybertronTrilogy #Cybertron #WarForCybertron url",NA
666,"Dejame dormir, puta url",NA
667,"No pues, ya valió (risas con jota) url",NA
668,Un día encontrare a alguien que le súper mame y encule transformers como a mí 😍☺️☝🏻🤜🏻🙏🏻❤️,NA
669,"@alondra_paula Ya sé, y que no se veía definida jajaja y luego sube una historia sobre el karma, esa señora está loca, es mitómana y estafadora jaja",NA
670,"Nunca vas a volver loca a una mujer, así vienen de fáurl",NA
671,@Leonel_Quintal Jajajajaja la vestida,NA
672,Esta vida loca con su loca realidad,NA
673,hasta que veo a la laura que va vestida un poquito normal,NA
674,Que vaaaaaa como loca por la vidasaaaaa eeeeees,NA
675,"¿Quieres venir a coger mañana?...

Perdón, puto autocorrector, ¿quieres venir a coger hoy?",NA
676,"@MajoGasconn @epineda21 @salazargdl @prenderelcerro En conclusión: @epineda21 es un gran prospecto para el #FestivalRoxy. Por su vida loca, sin duda #PineAlRoxy. Tepic te apoya! (3 personas) url",NA
677,“Denise” viene del latín “la que siempre está pésimamente vestida y arreglada cuando hay hombres chulos de pinches bonitos alv” 🤦🏻‍♀️,NA
678,"@GlodeJo07 Jajajajaja lo dice la resentida que todos los días saca su frustración y odio hacia el Presidente en twitter, Jajajajaja Ay Glodeja!!! Neta que estás desesperanda y loca porque van a volver a perder… url",NA
679,"@megustaescribir ¿Cómo es posible que todo ésto sea un sueño? Se sentía tan real. Temblorosa caminé hacia el sepulcro que estaba en el jardín. Seguía ahí, inerte, inmóvil, bajo tierra.  Me acerqué más. No había nada.¿Me estoy volviendo loca? Nunca sucedió. No había ninguna tumba ahí. Estoy loca.",NA
680,"I'm at La Torta Loca in Miguel Hidalgo, DF url",NA
681,Yo soy loca con ni tigre loca loca url :p #VotaDulceMaria #KCAᅠ @DulceMaria ♥ url,NA
682,Amo tanto a esa Vanesa loca 🙊🙈😍 tan mi historia jajajaja url,NA
683,@arquerotroyano @ChumelTorres Lo dejaron tranquilo hijo de tu puta madre?? Es neta??,NA
684,Loca la que va armar escándalos 🤣🤣🤣🤣 Uno que?,NA
685,@abrahamendieta @NiurkaMarcosTv Ni perder el tiempo contestando a esta vieja loca ...,NA
686,DUSTIN ES UN PUTO GENIO,NA
687,Me tocó ver a este Mazda de enfrente queriendo jugar carreritas con el mini Cooper S de algún lado. Son muy simpáticos los dueños de Mazdas . Tres sílabas bi tur bo url,NA
688,"La jaula de las locas! (@ Teatro Hidalgo in Mexico City, Distrito Federal) url",NA
689,"Me tienes como loca buscándote ,no te consigo a ninguno quiero tocar por estar contigo♥️",NA
690,"@neftalopez1 Se debería hacer una petición, para que está desinformadora le quitarán, el título de, periodista o que cosa es, la loca esa.",NA
691,Otro hijo de puta empate de @Chivas ya me tienen hasta la madre,NA
692,"Estuve buscando como loca 2 pares de zapatillas que lit desacomode todos mis zapatos, y no los pude encontrar, me rendí y comencé a acomodar todo y me di cuenta que tengo 53 pares en total y siempre me verán como los mismos 3 🙃🙃🙃🙃",NA
693,@capa_invisible En Hogwarts yo sería la loca con cafetera de expreso (muggle) y kilos de café en el baúl para todos mis desayunos.,NA
694,@liliana_1203 Pinche loca,NA
695,Que puta vergüenza….. @miseleccionmx 😂😂😂,NA
696,De esos días raritos que lo único que se antoja es salir corriendo al aeropuerto y abordar sin rumbo fijo!!!,NA
697,@TV_JOTAS Será que por eso entro al quite Sirena?,NA
698,"Autómata. Todas las personas iban vestidas con el mismo tono azul-grisáceo, todos tenían los audífonos puestos, y su rostro era uno.",NA
699,@pamporres 😎😎 jajaja shooting day  @ Bi Edificio Condado Concepción url,NA
700,Como que no es Florinda mesa vestida de chipote chillon? url,NA
701,EN DÍAS PASADOS ME LLAMARON PARA OFRECERME UN APOYO MENSUAL POR 2500 DE PARTE DE ALEJANDRA BARRALES OBVIO DIJE QUE NO NI LOCA VENDO MI VOTO,NA
702,"I'm at @Cinemex for Loca por el trabajo in Escobedo, Nuevo León url",NA
703,"@yisuseloy Mil gracias, me estaba volviendo un poco loca 😟",NA
704,"@omarsalazaroa @Mercado_Ingles Wuey cada quien su culo, pero no dentro de las instalaciones del club, tanto dinero y no tienen para un puto motel, son mamadas 😂😂😂",NA
705,La verdad es que me pongo bien pinche loca cuando me enojo.,NA
706,"@Regy1D JAJAJAJAJAJAJAJAJA Come caca. Si cuando le pedi el súeter me quedo viendo bien rarito, jajaja:*",NA
707,"sobretodo cuando es interesante, seductor y cero url!",NA
708,"@aurelionuno @oconstantinus @tatclouthier @lopezobrador_ Y se le queda viendo con cara de ""a ver qué dice éste idiota"" y cuando no entiende ni jota pone cara de soy señora de San Purl toda estiradita.",NA
709,@andiemendez14 Asi de loca?,NA
710,@PxncheDanny J3j3j3j3j3j3 eres el puto amo !,NA
711,La autoexigencia vestida de amor de propio nunca es sana.,NA
712,Ni loca iría a ver el #ClasicoNacional  con tantos brayan y Kevin reunidos para ver al América 😂,NA
713,Hoy me sentí viejo porque los atletas me recomendaron ver el Red Bull internacional de batallas líricas y no tenia ni puta idea de que es eso jajajaj. Solo de mame lo veré.,NA
714,Los bis abuelos con los nietos en Jardines de anahuac 2o. Sector url,NA
715,Oficialmente es hora de regresar el puto podcast.,NA
716,"@PacoDelMazo Yo tengo screenshots de sus perfiles de Facebook, porque loca!",NA
717,@AnalistasFutbol @innovasport va a ser un sábado de puta madre el siguiente cuando vaya jugar con mi kit nuevo #AnalistasInnova url,NA
718,"@manu_negrete No me mates con un cuchillo, no me mates con un puñal; mátame con un beso tuyo, de tu boca de cristal",NA
719,Vestida y url url,NA
720,Recién me doy cuenta que estoy vestida como salida de GREASE y pues justo pusieron esas canciones ❤❤,NA
721,@arielgzz63 Nombre ya no puedo andar de loca 🤣🤣,NA
722,Perdóname Dios mío por esta vida url,NA
723,Pinché Thalía la amo.. esta bien loca 😂😂😂😂😂,NA
724,"Y si el cráter descubierto en #Siberia fuera hecho por los #Aliens o #Transformers  
Analicemos. url",NA
725,Hablar por teléfono con el Juan siempre me hace mucho bien.💓 Es una bendición vestida de amigo en mi vida 🤍,NA
726,"Si los Transformers fueran mujeres, se la pasarían comprando llantas.",NA
727,Me decepciona el url :( era divertido y la caga con una gorda mantecosa,NA
728,Ya me salio lo donald trump 😬😬😬😂😂🙌🙌Ah Raza loca url,NA
729,@lumagogu Solo fue una persona vestida de trabajador de telmex,NA
730,"""Estaba loca:
su tristeza no era de este mundo,
a veces estallaba a reír cuando me contaba sus penas"".

- @elvirasastre",NA
731,"Y yo aquí, prácticamente, vestida y alborotada, jaja.",NA
732,"@sparklingmaris yo decía ji-f (con jota, como si estuviera en español pues, como giras).",NA
733,Vestida y alborotada,NA
734,Esta va por ti #Diego Hijo de puta!! #Eterno url,NA
735,"Con un buen inicio de nuestra reactivación promocional y grandes planes para promover circuitos bi estatales, agradecemos a @EsperArturo  Titular en @secturslp , Agentes de Viajes y amigos de los medios de comunicación su presencia en Sorpréndete Vacacionando en #Tamaulipas url url",NA
736,"Que puta delicia sentarme a desayunar, sola.",NA
737,"Ya no puedo acércame a tu boca, sin deseartela de una manera loca.",NA
738,@lechero_bi Porque no as venido con migo,NA
739,Nose donde daré mi puto servicio real,NA
740,Siempre quise una foto así.🙈Greñas locas.😂 url,NA
741,"Ayer mi teléfono o mis redes han estado muy locas, no recibo notificaciones de face y Twitter. Algo está medio loco aquí.",NA
742,JAJAJAJAJAJAJA vete directito a la puta verga hijo de tu recontraputa madre url,NA
743,Me llaman loca por hacer algo que nadie se atrevía a hacer.,NA
744,Buenas noches Tijuana @tonnymedd @Mequeador19cm0 @tij_miboxer @roberto91605994 @tjboy0001 @inmoraltj @Chacalesmexico5 @todosinceroTj @CabronAct @javo94061503 @gdl_bb @CozakoTJ @Cabron_Bisexual @arturoortegatj @LaloOaxaca @TORRESCAOFICIAL @josh_tjmx url,NA
745,me siento muy darks asi como estoy vestida D:,NA
746,"🤓 aquí casual!!! (@ Cinépolis for Transformers: The Last Knight in Alvaro Obregon, DF, México) url",NA
747,"¡Sí, te Quiero Pero no me pases tu cruz para que yo la cargue! Bi japi.”",NA
748,Hay una señora con su mamá delante de mí que están ufff hermosas (sra como de 45 y su mamá como de 60) o url están super arregladas y bien vestidas #costco,NA
749,@Renegadeo01 Ahora resulta que todos cogen y la puta es uno amika 😒,NA
750,"La rutina d skin care da una puta huevaaaaa!! jajajaja pero bueno aki estoy poniéndome desmaquillante, lavarme la cara después poner  3 serums, crema d contorno d ojos, crema d noche , gel hidratante y humectants d labios",NA
751,Ay no! Nunca había visto una niña tan fea y mal vestida,NA
752,Rafa: “me gusta ver y escuchar lo mucho que te apasiona tu carrera y tu gusto rarito por los dientes” jaja weeey mi gusto rarito eres tú:(,NA
753,@mimyregia es bien puta esta vieja,NA
754,"Amigos hoy tengo un date, crucen los dedos que no me toque rarito ni apático como el de los ojos rasgados. (Muchos saben quién)",NA
755,"No es por nada, pero lo poco que se “cocinar” me queda de puta madre 😋",NA
756,¿Todos nos traumamos con 𝙊𝘼𝙎𝙄𝙎 o solo yo estoy loca? @JBALVIN @sanbenito,NA
757,"Las NENETLS y ""La Jaula de las Locas"" @lacagemx Rogelio Suárez @erresuarez url",NA
758,"Niños de Jacona, encontrados en Zacatecas. Se daban lujos con 300 mil pesos que uno de ellos robó a su abuelo y yo creía que mi infancia había sido cool y loca por quemar lotes baldíos 🤦🏼‍♀️",NA
759,"#MiradaDeMujer esa Marcela es una loca, no tienes nada de que hablar con esa mujercita María Inés..",NA
760,@califa701 @Pollas_lefa2 @SpanishBoyXXX @mlg4joven @JDanyKanovas @LuisJuarezgram @LPAR15 @dagartroy @JesusGay84 @Bi_Almeria @NaturalezaProh1 Qué rica,NA
761,"@EuprepioPadula ¿Cuántas veces has criticado a Antonio García Ferreras o a Pedro Jota, por poner solo dos ejemplos de una larga lista de periodistas que deberían estar sancionados de por vida para el ejercicio del #periodismo?",NA
762,Perdóname Diosito por esta vida tan loca url,NA
763,@GMonroyEnergy @dannymndz 01:05 la persona vestida en color negro y cabello corto color rubio comienza hablar con el agresor hasta el 01:17 donde desaparece de la toma pero claramente siguen hablando. url,NA
764,"Así me recibió la semana. 🍃👌🏽🐞🍀☀️😉
.
.
.
#lunes #iniciodesemana #catarina #mariquitas #plantas #macetas #presagios #éxito #salud #bienestar #bienestarysalud #vida #cdmx en CDMX url",NA
765,Nunca le he deseado la muerte a nadie pero a este hijo de puta si deseo que se muera y desaparezca que tanto daño lehace al fútbol regio. 🖕🏼 url,NA
766,"Y entonces amigos míos en Julio pensé en una loca y arriesgada idea de Autoking, y mucha gente se sumó y confío en la idea más retadora hasta ahora, y si hoy… url",NA
767,Sin sueño y mis ideas vueltas url,NA
768,"Atenderá @Tu_IMSS hasta los 18 años a pacientes con padecimientos oncológicos en unidades de Pediatría. Digitaliza IMSS Licencia 140-Bis para que padres puedan acompañara sus hijos en los momentos de tratamiento, hospitalización orecuperación. url url",NA
769,"@CavoRayado @SraLozano26 Así son los Turl Chafos y corrientes, puro infeliziaje.",NA
770,La loca del aeropuerto internacional La Aurora (@ Aeropuerto Internacional La Aurora (GUA)) url,NA
771,"Esos de @record_mexico han de ser del “Ratlas” 😒. Lo bueno q se gano por ambos lados, para q no quede duda q el BI es valido 😎 url",NA
772,UN PUTO ENTE url,NA
773,Y siempre termino extrañando al mío con su estacionamiento rarito y el sonido extraño de la puerta. Así que creo que cada quien tiene un arquetipo de OXXO y esta relacionado con su establecimiento favorito.,NA
774,X bien vestidas ✌🏻🌸 url,NA
